,identifier,T-Statistics,pvalue,mean(group1),mean(group2),std(group1),std(group2),log2FC,test,correction,padj,rejected,group1,group2,FC,-log10 pvalue,Method
324,P0A8I5,-1.6304149102366698,0.15413566701809936,26.574573296295984,27.474514064260447,0.9539173251527936,0.06368437581690638,-0.8999407679644627,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.5359087333632677,0.8120968538395609,Unpaired t-test
335,P0A8N5,1.629413520956093,0.15434815711169422,30.17466888286216,29.519239908158667,0.5804600334231338,0.3853277372305698,0.6554289747034936,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,1.5750842231646334,0.8114985515463173,Unpaired t-test
895,P21165,-1.6268505155475153,0.1548932936946132,28.4110263510405,28.663402545451863,0.12486455908909094,0.23792107278396335,-0.2523761944113616,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.8395125547054432,0.8099673851747708,Unpaired t-test
596,P0AD24,1.6173953907509446,0.15692032684382648,25.27084520180554,24.084961814520355,1.0001599921010085,0.7825927585315628,1.185883387285184,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,2.275026558429239,0.8043207959648668,Unpaired t-test
1242,P61316,1.6169431084940953,0.15701792225230526,27.104177475946003,26.658599837867243,0.32902956541579886,0.3457637478746766,0.4455776380787597,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,1.3618592797471247,0.8040507737624186,Unpaired t-test
634,P0ADT5,1.613979887254182,0.15765877530808492,27.713831249362556,27.39408409033,0.22681521376704852,0.25748544832497167,0.3197471590325556,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,1.2481117906482058,0.8022818513555688,Unpaired t-test
377,P0A988,-1.613561182589983,0.15774952942002687,28.453631514389674,28.917618445440773,0.4892139840652592,0.09344844409822686,-0.46398693105109956,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.7249799837895444,0.8020319276184743,Unpaired t-test
1401,P77395,-1.6135442095169807,0.15775320938081513,27.803660779760417,28.741730747123597,0.4747193711895311,0.8880444245968687,-0.9380699673631803,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.5219306506711029,0.8020217965706735,Unpaired t-test
595,P0AD12,-1.607945580495301,0.1589715409786688,26.862680095122723,27.823033311617422,1.0319758379627886,0.07187321568518253,-0.9603532164946991,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.5139310716565282,0.7986806159447274,Unpaired t-test
1235,P60723,1.605632208098886,0.15947757715073674,32.32266301104659,30.91676740993269,0.6848428530643446,1.3531554103133923,1.4058956011139045,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,2.649822275960202,0.7973003709407847,Unpaired t-test
738,P0AFF2,-1.6039200949822139,0.1598530804622633,28.06024201307442,28.310370444784052,0.24455473544064418,0.1146843185815782,-0.2501284317096335,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.8408215602398517,0.7962789902032271,Unpaired t-test
1434,Q46857,-1.6023299379966773,0.160202591157478,28.523048279702426,28.82339990270379,0.2724575046895246,0.17656675548266137,-0.3003516230013652,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.8120544530520332,0.7953304638055031,Unpaired t-test
1408,P77504,-1.6017269977890662,0.16033530559195797,24.359986906624503,25.418920204609712,1.07839196139396,0.3851085749419079,-1.0589332979852095,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.4799868218676423,0.7949708361268943,Unpaired t-test
1143,P38134,-1.5961241330131166,0.16157358377858075,27.3479107822616,27.574532302707617,0.2232509090157738,0.10313112784227509,-0.2266215204460167,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.8546339178847557,0.7916296420575754,Unpaired t-test
1288,P67095,1.5944147656010135,0.16195317731321734,28.28409587215172,27.36110911014623,0.7506000465391973,0.6647794740249604,0.9229867620054897,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,1.896036532376483,0.7906105272705893,Unpaired t-test
112,P08244,1.591626653393283,0.1625741459715278,27.79455735422431,26.90326741516686,0.21476794262445917,0.945849050913216,0.8912899390574509,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,1.8548338221856375,0.7889485187337317,Unpaired t-test
212,P0A742,-1.5912863809696756,0.16265008640695586,27.402538496714268,27.772966798073526,0.2517695220161448,0.31492743908524,-0.37042830135925797,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.7735528135072446,0.7887457016655327,Unpaired t-test
1283,P65556,-1.5905681405269612,0.16281049080301574,25.700280592504246,26.469504109882386,0.7372844609688628,0.397572234056104,-0.7692235173781405,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,0.5867331792686058,0.788317614489387,Unpaired t-test
1060,P32680,1.5899804909029611,0.16294184229583586,27.91046228808293,27.050764543168867,0.7589392753688677,0.548699410551866,0.8596977449140617,t-Test,FDR correction BH,0.8325579645221861,False,control,10 µm sulforaphane,1.8146580867611477,0.7879673776633263,Unpaired t-test
104,P07813,1.584493828845816,0.1641730927306232,28.780658842359536,28.59968634872052,0.12135429525543222,0.1562310175576583,0.1809724936390147,t-Test,FDR correction BH,0.8349982234611755,False,control,10 µm sulforaphane,1.1336477984926892,0.7846980203967093,Unpaired t-test
778,P0AG44,-1.5781432762490255,0.16560924224256274,31.624756475424448,32.75313187046484,1.2265243029437554,0.17123422668785646,-1.1283753950403934,t-Test,FDR correction BH,0.8349982234611755,False,control,10 µm sulforaphane,0.45743054331376987,0.7809154299729886,Unpaired t-test
544,P0AC53,-1.576195295087097,0.16605215403908366,28.766596516847045,28.956165517804653,0.18392844486377577,0.09780052444473104,-0.18956900095760787,t-Test,FDR correction BH,0.8349982234611755,False,control,10 µm sulforaphane,0.876867642690167,0.7797554863334658,Unpaired t-test
1090,P36649,-1.5744904710561884,0.1664407010258869,24.605791403946164,25.632053421700093,0.6031042430317892,0.954367678894529,-1.026262017753929,t-Test,FDR correction BH,0.8349982234611755,False,control,10 µm sulforaphane,0.49098061917178015,0.7787404636851875,Unpaired t-test
1102,P37019,1.5732900977945263,0.16671479551719712,25.962345868939476,25.310744272486946,0.3866327688795623,0.6042457204237922,0.6516015964525295,t-Test,FDR correction BH,0.8349982234611755,False,control,10 µm sulforaphane,1.5709111627068824,0.7780258559228118,Unpaired t-test
1153,P39199,-1.5725493420039538,0.1668841539282709,28.725683346200764,28.95768189788972,0.09020369730533774,0.23907904794278348,-0.23199855168895667,t-Test,FDR correction BH,0.8349982234611755,False,control,10 µm sulforaphane,0.8514545625175495,0.7775848987205526,Unpaired t-test
181,P0A6R0,1.5669347554719641,0.168173123291492,28.116943407830703,27.21906419022283,0.4833139260074454,0.8668626329891166,0.8978792176078727,t-Test,FDR correction BH,0.8359362429633747,False,control,10 µm sulforaphane,1.8633248545698806,0.7742434100771319,Unpaired t-test
1025,P30750,-1.5658941291750297,0.1684130586033572,26.043728614202745,26.842876008603614,0.7652688818214204,0.4424046273044358,-0.7991473944008689,t-Test,FDR correction BH,0.8359362429633747,False,control,10 µm sulforaphane,0.5746887073637932,0.7736242367110685,Unpaired t-test
263,P0A7S3,1.5599601912008902,0.1697874381541721,33.029474288826066,30.625483257720532,1.597639795874803,2.138255741330072,2.4039910311055337,t-Test,FDR correction BH,0.8359362429633747,False,control,10 µm sulforaphane,5.292652856356928,0.770094444493342,Unpaired t-test
0,P00350,1.559332958634968,0.16993333196507526,27.773538791144038,27.410000556255483,0.2758118524121717,0.29493461735969906,0.36353823488855497,t-Test,FDR correction BH,0.8359362429633747,False,control,10 µm sulforaphane,1.2865773850438396,0.7697214270832375,Unpaired t-test
1307,P69503,1.557502924054638,0.1703596741997582,28.285763625714896,27.608052541525478,0.2986707122507591,0.6919548407134514,0.6777110841894185,t-Test,FDR correction BH,0.8359362429633747,False,control,10 µm sulforaphane,1.5995998868276529,0.7686331991534808,Unpaired t-test
1014,P29018,-1.5567291528737508,0.17054024320483785,25.630385325203196,25.96991417250915,0.3247356108557698,0.19301513124414338,-0.339528847305953,t-Test,FDR correction BH,0.8359362429633747,False,control,10 µm sulforaphane,0.7902993642373496,0.7681731220115451,Unpaired t-test
147,P0A6B7,1.5479452630810329,0.17260278515779054,28.603173434120425,28.344959684064566,0.23662426462198077,0.16579002603592222,0.2582137500558588,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,1.195996982860094,0.7629522006897513,Unpaired t-test
592,P0ACZ4,-1.5452339205955987,0.17324417399287798,26.61882957545165,27.208550465339695,0.44631410497039803,0.4875938399329044,-0.5897208898880457,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,0.6644714461751073,0.761341361306563,Unpaired t-test
1439,Q46948,-1.5431630776544811,0.17373556059427464,27.26332614119562,27.521733095362134,0.23478784960847887,0.1702820328328728,-0.2584069541665137,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,0.8360105455208522,0.7601112800605256,Unpaired t-test
917,P22634,-1.5422019741689321,0.17396406513041207,26.898541264334433,27.30874563495947,0.398772249449799,0.23070889495548574,-0.41020437062503845,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,0.7525167654405244,0.75954045244911,Unpaired t-test
1002,P27830,-1.5386704617236495,0.1748061239923601,25.902400737380685,26.352926500586037,0.3815478642793986,0.33409614178663916,-0.4505257632053521,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,0.7317761172636582,0.7574433567731179,Unpaired t-test
1386,P77148,-1.5362194041429187,0.17539281226113412,23.66362560370795,24.160436587637165,0.48963975454234604,0.2720525601766829,-0.4968109839292154,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,0.7086715394517537,0.7559882083433459,Unpaired t-test
987,P27128,1.5291783700308705,0.17708848411176076,25.408679602682042,25.204920467174993,0.09869187003919223,0.20862543595078065,0.20375913550704894,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,1.1516953455259367,0.7518096796305201,Unpaired t-test
692,P0AEQ6,1.5288996555092877,0.17715592219857704,26.167951629995553,25.255241232315147,0.07067982817934053,1.0315674150894865,0.9127103976804065,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,1.8825789878330554,0.7516443249273461,Unpaired t-test
609,P0ADB7,-1.525869266537148,0.17789071757784192,27.47690899887039,28.888947820180025,1.5972142979810526,0.13416329789135856,-1.4120388213096362,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,0.3757802575539876,0.7498467130172431,Unpaired t-test
990,P27248,-1.524441957321565,0.17823779592961744,28.78097430267926,29.005065374414027,0.17976126227714473,0.18031026487936,-0.22409107173476528,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,0.8561342384112128,0.7490001969143727,Unpaired t-test
141,P09980,1.5235863694119114,0.17844615365150324,24.996618968623963,24.611091589798423,0.3893248342308542,0.20127837781633778,0.38552737882553956,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,1.3063372328907294,0.7484928086829942,Unpaired t-test
791,P0AG99,1.5233561449901527,0.17850225826073526,28.859364206801608,28.16559277433296,0.08319159970307144,0.7844166602074145,0.6937714324686475,t-Test,FDR correction BH,0.8407630796254827,False,control,10 µm sulforaphane,1.6175064133610044,0.7483562851877982,Unpaired t-test
713,P0AF18,-1.5121742289073095,0.18124724084025892,28.13016904051874,28.31578978178516,0.13193618544977145,0.1667218949581892,-0.18562074126641903,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8792706750733394,0.7417285960506022,Unpaired t-test
264,P0A7S9,-1.5118898696067056,0.18131755956991027,30.923008798530837,31.600954511890567,0.6869127310588624,0.3624417463920123,-0.6779457133597298,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.6250546708020641,0.741560134928009,Unpaired t-test
1360,P76193,-1.5089218336892916,0.18205304626414556,26.735563689110137,27.05441549153775,0.29328961466486503,0.2189480203019375,-0.3188518024276128,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8017076787707424,0.7398020496899923,Unpaired t-test
279,P0A7Z0,1.505743268234933,0.18284379794054226,30.05391058385711,29.78849764438783,0.19288265507518645,0.23665694796324754,0.2654129394692788,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.2019800404319383,0.7379197663397761,Unpaired t-test
756,P0AFM6,1.5020083027960314,0.18377707276927566,27.999984036097818,27.62877168028082,0.30522066921123125,0.3001346846388255,0.3712123558169971,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.29343930416892,0.7357086702669355,Unpaired t-test
1266,P63417,-1.4993331605919835,0.1844482581051417,27.470350250361598,28.135495554453748,0.7523146947666345,0.15632807654706446,-0.6651453040921496,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.6306251864632924,0.7341254418136869,Unpaired t-test
547,P0AC69,1.4983821117829272,0.18468742460542265,29.773164229166913,29.442721929124566,0.3552981078604521,0.14024019262589887,0.3304423000423462,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.2573988075393305,0.7335626747297808,Unpaired t-test
1197,P45799,1.4964462795704805,0.18517513578597844,26.273719998047095,25.74753522324496,0.5735832843819174,0.20473934461698332,0.526184774802136,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.440115751160405,0.7324173282150228,Unpaired t-test
214,P0A749,-1.4920287339464247,0.186292590782682,28.688748691376876,28.959271233727172,0.2970487721033503,0.10190204124199842,-0.27052254235029594,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8290192216977263,0.7298044174933671,Unpaired t-test
163,P0A6I3,1.4917646575377277,0.1863595899331167,26.326322782337627,26.055897653008053,0.18184705833836212,0.25596391897820536,0.2704251293295741,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.2061632041186343,0.7296482538472367,Unpaired t-test
1114,P37440,-1.4882956640555909,0.18724180058879775,27.423825315955042,27.605811897366404,0.07708191384469693,0.19726754201005464,-0.18198658141136193,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8814883566423871,0.727597191182605,Unpaired t-test
144,P0A6A3,1.4870008528305947,0.1875720842731395,29.894036946583714,29.28933963516519,0.522286409246478,0.47257103294300995,0.6046973114185228,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.5206596736048708,0.7268317957450672,Unpaired t-test
15,P00864,-1.484158311614448,0.18829907074042496,29.004637890151635,29.136427064043353,0.043102762095185425,0.1476380904011844,-0.1317891738917183,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.9126988546972403,0.7251518232297586,Unpaired t-test
984,P26647,1.4779446345084126,0.1898973731145615,25.853712089393227,25.562579123418896,0.3277317699010267,0.09487460870214934,0.2911329659743309,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.223600809091758,0.7214810428972175,Unpaired t-test
349,P0A8W2,1.474129748901977,0.1908848899870721,28.477144131409027,28.27260213991715,0.13954433999616161,0.19566739441164244,0.20454199149187602,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.1523204646504754,0.7192284480073465,Unpaired t-test
901,P21513,1.470471048028577,0.19183645586998307,28.620223500218394,28.390243257607484,0.2148244551699272,0.165022487368017,0.22998024261091032,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.1728188876269623,0.7170688576518547,Unpaired t-test
740,P0AFG0,1.4701142446883972,0.19192948961004938,28.66462143273581,28.279778051395766,0.1849124652375877,0.4139931713981525,0.38484338134004403,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.3057180309290106,0.7168582915961168,Unpaired t-test
603,P0AD65,1.4698127156110994,0.1920081436483151,25.36927823243432,25.13257205017936,0.12856753020372444,0.2475419023945653,0.23670618225495943,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.1782994121627441,0.716680351158311,Unpaired t-test
626,P0ADP9,1.4681550787530444,0.19244107357234486,30.37368400444141,30.004042503908643,0.383350656726993,0.20787228662916632,0.3696415005327687,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.2920317300385795,0.7157022289610928,Unpaired t-test
463,P0AAK1,1.4659307886847295,0.19302342060958969,26.64691539555099,26.174871542530852,0.4470633403878056,0.3334741433947042,0.4720438530201392,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.387073130793935,0.7143899924201861,Unpaired t-test
202,P0A705,-1.4646011283769576,0.19337232220132158,29.561871838598446,30.20979707733811,0.6351561110521918,0.4286071361472807,-0.6479252387396635,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.6381974553050864,0.7136056873132192,Unpaired t-test
689,P0AEN8,-1.4637943990403748,0.19358429201767893,28.4398299421659,28.68704112586151,0.22792803687877278,0.18334132035384856,-0.24721118369560813,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8425234907221785,0.7131298854925538,Unpaired t-test
317,P0A8G0,-1.4632773757991098,0.19372025414727803,25.1227152799739,25.353881848223168,0.2686704457597734,0.051845372772548456,-0.23116656824926807,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8519457268844117,0.7128249698614675,Unpaired t-test
597,P0AD33,-1.4629358535358423,0.19381011312487878,29.925896887772858,30.130784545639056,0.13195914491089641,0.2035455652414316,-0.20488765786619823,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8676062447018191,0.7126235649543083,Unpaired t-test
124,P09030,1.4581237941233287,0.1950803398606716,26.85868427783277,26.28951580183679,0.6462412465838976,0.19868397080493888,0.5691684759959799,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.4836681845097879,0.7097864964704358,Unpaired t-test
346,P0A8U2,-1.456802496280694,0.1954304654758826,25.66563816577994,25.971596619224336,0.2632577600793835,0.251040313591255,-0.3059584534443971,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8089046427634402,0.7090077335715574,Unpaired t-test
687,P0AEM9,-1.4553491917179637,0.19581624239327636,26.560598935779076,26.964038412633503,0.3336109132236712,0.3453148450692413,-0.4034394768544267,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.7560536528759169,0.7081512875624468,Unpaired t-test
1033,P30958,1.4523829237279686,0.1966058190777579,26.52283284555994,26.387313213297464,0.1515887580060119,0.056038037353130066,0.13551963226247565,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.0984883978918143,0.7064036322009325,Unpaired t-test
106,P07913,-1.4487456268924839,0.1975780297586835,28.626946061082478,28.938036825237887,0.2768409045420133,0.24836962198185888,-0.31109076415540926,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8060321200647705,0.7042613496524903,Unpaired t-test
1151,P39173,1.447744445715245,0.19784641311176265,29.316619452801145,28.39222329654046,0.8634345597704831,0.6910553424255326,0.9243961562606842,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.897889708991223,0.7036718189379559,Unpaired t-test
912,P22259,1.4470522048720782,0.19803217662626946,28.32559432719624,27.95866201050159,0.39458065484358035,0.19288027291472917,0.36693231669464765,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.28960774794394,0.7032642390520925,Unpaired t-test
303,P0A887,1.438339475607692,0.20038404547384625,28.57296449312909,28.069959294554597,0.4561750559264715,0.3984980267329105,0.5030051985744919,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.417162503070142,0.6981368598432337,Unpaired t-test
232,P0A7C6,1.427404252295022,0.20337224905350265,26.865675007628095,26.563741612767117,0.347892612938604,0.11489441895663674,0.3019333948609777,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.2327954094817444,0.691708308567508,Unpaired t-test
538,P0AC30,1.4264783964681795,0.20362712455913437,26.51045045487072,26.214524836542036,0.3310300615294049,0.139742405799551,0.2959256183286847,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.2276723866308694,0.6911643714151957,Unpaired t-test
515,P0ABM9,1.4248905858875485,0.20406491045241523,25.612650230193317,25.30172537289351,0.17072176397324762,0.3371949230795197,0.31092485729980623,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.2405026845114517,0.6902316670478947,Unpaired t-test
93,P07024,-1.4238792679556989,0.20434419814773264,27.33611501470233,27.689111716863714,0.4271776017630623,0.04359264175609446,-0.35299670216138423,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.7829560860040574,0.6896376885038666,Unpaired t-test
649,P0AE06,1.4188506242161165,0.20573813584011855,29.053721593342114,28.664766145097857,0.11631624737327799,0.46034679503433407,0.388955448244257,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.3094449855882666,0.6866851995554498,Unpaired t-test
334,P0A8N3,1.4185248958757892,0.20582872771168637,28.880862583337702,28.324918062439508,0.6209925298564704,0.2741640206026717,0.5559445208981941,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.4701308011530239,0.6864940104484207,Unpaired t-test
1206,P46859,1.417927870571276,0.20599486791961105,28.704824517552513,28.372584473672255,0.17595536748422688,0.36571649657361277,0.3322400438802582,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.2589666301719735,0.6861435993490871,Unpaired t-test
1404,P77444,-1.4123524486917498,0.20755234037209352,24.794911997939323,25.110266892250024,0.08036378998864098,0.3782963481733412,-0.3153548943107012,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8036532725496232,0.6828723651283659,Unpaired t-test
354,P0A8Y5,-1.4107751157675128,0.20799491533553943,27.302451727498696,27.508473437258942,0.07194652144043581,0.24249091442010456,-0.2060217097602468,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8669245178851459,0.681947281713723,Unpaired t-test
244,P0A7I0,1.4089422564926195,0.2085102719016026,26.456542360332136,25.961146442294364,0.13455949524066663,0.5939521204953274,0.4953959180377723,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.4097075673660981,0.680872545389023,Unpaired t-test
523,P0ABS1,-1.4056398785957818,0.20944177159323452,28.590286224903224,29.378782712009514,0.8624101559304109,0.4474931599099104,-0.7884964871062898,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.5789471307336362,0.6789366972356804,Unpaired t-test
890,P19930,1.404752490842881,0.20969272425353586,28.653402189216926,27.49531262770828,0.7680844933672353,1.2037413199799654,1.1580895615086462,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,2.2316171775982006,0.6784166380676024,Unpaired t-test
44,P04693,-1.403830709075226,0.20995369449323562,27.568595892130475,27.85962853619589,0.1895697605658547,0.30495835980497626,-0.29103264406541385,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8173168347350538,0.6778764788069006,Unpaired t-test
107,P08178,1.4033901479158117,0.21007852875466498,27.2692670636951,26.639038970133235,0.6277075087766877,0.45933606761862605,0.6302280935618647,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.5478096866392077,0.6776183327433998,Unpaired t-test
156,P0A6F9,-1.3999375192366523,0.21105919109460197,31.289893528993304,31.943878402803954,0.7846306932440273,0.19761117103948822,-0.65398487381065,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.6355225078651706,0.6755957306701792,Unpaired t-test
1155,P39285,1.396297858606046,0.21209749988540832,25.671027627769973,24.441052776571095,1.4135203396078835,0.574303133381247,1.2299748511988788,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,2.345629009523306,0.6734644507308245,Unpaired t-test
1324,P75777,-1.3886157552087954,0.2143043267102546,27.241854498290344,27.69720424703169,0.4111550166533858,0.39184035432294995,-0.4553497487413445,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.7293333403346653,0.6689690606547674,Unpaired t-test
1015,P29131,-1.383519005734097,0.2157799777881568,27.252173283944614,27.40333253826308,0.12261271379975296,0.14414386778180607,-0.15115925431846478,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.9005265682213994,0.6659888559438203,Unpaired t-test
213,P0A744,-1.383455677897339,0.21579837094888102,27.4165637755444,27.776029169833073,0.42496406772478823,0.14813102471557468,-0.35946539428867297,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.7794533607332701,0.6659518381080761,Unpaired t-test
51,P04994,-1.3809814318998612,0.21651811624735587,25.14735118617167,25.408858793716693,0.2838931993176138,0.16425700554189498,-0.261507607545024,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8342157134349004,0.6645057600168596,Unpaired t-test
1279,P64604,-1.3759697579406527,0.2179826722046277,26.166457341393436,27.234168738324627,0.943400154088722,0.9572799792882385,-1.067711396931191,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.47707520195284775,0.6615780277945125,Unpaired t-test
206,P0A720,1.3729526882325536,0.21886867687617417,26.396847013269134,25.972304139376725,0.1619141618355223,0.5105220134648842,0.42454287389240974,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.3421471684551871,0.6598163875102244,Unpaired t-test
403,P0A9J8,-1.3667884054994361,0.2206890610731943,26.037610143266747,26.196643118523745,0.13446912674389155,0.1501121931798715,-0.15903297525699855,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.8956251988146684,0.6562191930426378,Unpaired t-test
979,P26459,1.3654199744818425,0.2210950298803486,27.31660566904781,27.013610668193785,0.33461855690287023,0.18909614748554768,0.3029950008540254,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.2337028948439832,0.6554210200617195,Unpaired t-test
795,P0AGB6,-1.359639357925196,0.2228174154895595,26.523908249564364,27.10714515402066,0.3651346555070038,0.6470765769339127,-0.583236904456296,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.6674645385262079,0.652050867558333,Unpaired t-test
33,P02930,-1.3582839225375762,0.22322303080063105,28.81084432626428,29.321855538281586,0.5705246604413541,0.3148366975646497,-0.5110112120173049,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.7017304094456056,0.6512609995479467,Unpaired t-test
138,P09549,1.356890130518131,0.22364081983378106,26.402115070341043,26.102527346955164,0.3178356372966817,0.21266201490368625,0.2995877233858799,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.230792641474402,0.6504489243518615,Unpaired t-test
57,P05458,1.3548513689859167,0.22425321022094943,25.39127381236696,25.226729734146826,0.09864435665828031,0.1857907128053082,0.1645440782201355,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,1.1208118220987504,0.6492613312436696,Unpaired t-test
502,P0ABD8,-1.3526415080625027,0.2249187032713671,27.308671563071854,29.385096449397203,1.2546696424016113,2.3442050566084256,-2.0764248863253485,t-Test,FDR correction BH,0.8463597710414581,False,control,10 µm sulforaphane,0.23710124010971018,0.6479744290027254,Unpaired t-test
